Protein_FDR_Confidence_Combined	Master	Accession	Description	Coverage[%]	No.Peptides	No.PSMs	No.Unique_Peptides	MW[kDa]	Gene_Symbol	Abundance_1_0	Abundance_1_1	Abundance_1_2	Abundance_1_3	Abundance_1_4	Abundance_1_5	Abundance_1_6	Abundance_1_7	Abundance_1_8	Abundance_1_9	Abundance_1_10	Abundance_1_11	Abundance_1_12	Abundance_1_13	Abundance_1_14	Abundance_1_15	Abundance_2_0	Abundance_2_1	Abundance_2_2	Abundance_2_3	Abundance_2_4	Abundance_2_5	Abundance_2_6	Abundance_2_7	Abundance_2_8	Abundance_2_9	Abundance_2_10	Abundance_2_11	Abundance_2_12	Abundance_2_13	Abundance_2_14	Abundance_2_15	Abundance_3_0	Abundance_3_1	Abundance_3_2	Abundance_3_3	Abundance_3_4	Abundance_3_5	Abundance_3_6	Abundance_3_7	Abundance_3_8	Abundance_3_9	Abundance_3_10	Abundance_3_11	Abundance_3_12	Abundance_3_13	Abundance_3_14	Abundance_3_15	Abundance_4_0	Abundance_4_1	Abundance_4_2	Abundance_4_3	Abundance_4_4	Abundance_4_5	Abundance_4_6	Abundance_4_7	Abundance_4_8	Abundance_4_9	Abundance_4_10	Abundance_4_11	Abundance_4_12	Abundance_4_13	Abundance_4_14	Abundance_4_15	Abundance_5_0	Abundance_5_1	Abundance_5_2	Abundance_5_3	Abundance_5_4	Abundance_5_5	Abundance_5_6	Abundance_5_7	Abundance_5_8	Abundance_5_9	Abundance_5_10	Abundance_5_11	Abundance_5_12	Abundance_5_13	Abundance_5_14	Abundance_5_15
High	Master Protein	P14625	Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	26	19	47	18	92.4	HSP90B1	147.8	164.7	168.9	134.6	399.7	126.5	241.6	35.4	146.6	217.2	31.7	96.6	23.2	129.1	84.4	305.5	82.6	22.2	84.2	3.9	96.9	260.9	127.7	110.2	257	70.1	116.8	76.8	423.2	58.4	95.1	83.7	328	1369.4	1567.4	485.8	233.2	405.9	235	94.1	136	506.1	257.9	226.3	813.5	125.4	103.1	415.8	377.9	417.4	564.5	713.4	4529.5	452	1991.6	547.9	737.6	178.6	167.7	115.6	1227	269.2	257.2	366.3	391.2	128.9	171.7	428	286.5	291.3	371.6	334.8	177.7	577.3	229.5	185.9	402	230.5	253.1	656.5
High	Master Protein	P01877	Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=4	29	8	47	2	36.6	IGHA2																																	55.4	212.9	103.5	24.9	16.8	43.7	30.3	16.4	74.1	69.2	43.4	17.4	27.1	3.6		9.7	33.2	24.8	9.8	54.9	43.3	15.9	85.3	67.8	59.8	10.4	4.4	8.4	51.9	15	22.2	28																
High	Master Protein	P37802	Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3	74	14	47	14	22.4	TAGLN2	310.8	427.7	215.2	362.1	354.4	53.4	405.4	44.9	328.2	194.7	32.6	148.3	28.5	308.1	80.7	408.4	463.4	94.1	207.4	11.4	207.5	416.2	231.4	194.3	1187.7	121	193.5	208	1576	260.2	395.1	221.3	737.8	1729.8	3392.6	644.6	506.5	302.7	548.9	98.5	163.6	2009.3	408.1	219	317.9	141.5	96.2	550.1	343.7	278.3	253.5	259.3	256.3	112.4	1631.6	223.6	178	73.1	60.5	86.3	158.2	65.2	92.5	98.2	126.9	45.9	96.2	74.9	84	89.3	74.8	52.9	15.1	141.9	46.7	99.3	65.2	23.9	34.5	48.6
High	Master Protein	P04114	Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2	9	31	47	31	515.3	APOB																	125.5	21.2	54		1105.2	247.2	99.7	101.7	85.5	161.4	113.1	211.1	105.9	91.5	167.1	209.1	172.2	369.1	232.4	215.3	85.7	181.8	202.3	43.5	315.3	226.7	266.7	107.9	293.1	131.5	129.5	84.3	324.2	1077	511.3	725.6	344.2	846.8	668.3	724.3	504	395.5	83.8	129.8	599.6	648.6	233	403.8	422.7	1021.5	466.1	524	328.2	424.2	393.8	563.4	446.2	1077.6	785.6	501.5	548.9	244.2	1932.8	959.9
High	Master Protein	P09382	Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2	78	8	46	8	14.7	LGALS1	310.1	624.7	260.7	283.9	530.6	59.6	393.8	67.6	197.6	190.5	35.3	213.7	25.3	652	120.6	359	568.5	127.3	141.2	10.9	230.5	711	164.6	190.2	1100.6	145	177.5	383.1	732.7	152.3	386.5	67.6	665.1	872.6	1172.8	741.6	183.1	487.2	249	120.9	117.1	3484.6	235.8	248.1	532.4	99.8	79.4	274.1	927.6	1064.8	480.7	2246.1	832.5	362.6	1381.1	1371.3	451.2	220.4	146.1	101.4	584.2	208.4	226.7	280.2	1248.4	109	1006.3	1364.5	342.8	408.2	438.5	709.3	277.9	1667.4	677.1	483.1	344.1	325.1	495.5	377.5
High	Master Protein	P04040	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	39	17	45	17	59.7	CAT	6	15.7	3.3	5.5	9.7	3	3.7	21.2	17.3	12.1	3.5	7.1	2.9	5.4	5.9	18.2	138.6	45.4	1134.9		483.2	86.5	1177.2	113.9	221.4	128.4	292.4	135.4	481.7	99.3	153.1	207.5	531.5	674.9	576.9	721.8	331.6	295	4885.5	234.9	936.4	204.9	554.8	244.1	484.4	213.5	1119.6	434.9	714.8	1101.4	471.9	278.4	336.5	722.2	1456.3	175.7	292.6	480.4	75.7	204.2	215.5	137.1	298.1	168.3	695.6	707	1361.7	409.4	967.6	432.1	464.6	1652.7	364.9	1030.3	428.1	1272.6	781	274.7	286.7	1898.3
High	Master Protein	P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	34	23	43	23	75.8	ANXA6	98.9	230.8	150.8	170.6	318.2	101.2	117.4	30.8	157.1	225.7	38.9	149.7	26	202	91.7	208.5	41.1	11.7	21		39.1	73.7	34.9	54.8	110.3	49.3	35.5	57.6	130.7	19.6	30.8	18.6	341.3	1071.3	1048.9	375.4	212.3	250	209	127	515.2	920.9	259.6	150.7	637.5	63.2	61.6	175.7	551	1312.2	654	903.7	899.2	914.6	1894.3	834.6	513	394.8	214.5	134.8	811.1	316	432.3	519.9	662.3	341.5	320.8	1671.2	278.9	546.2	673.5	1011.5	429.1	1609.1	440.6	461.3	671.2	257.5	541.9	1167.3
High	Master Protein	Q15149	Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3	8	30	43	28	531.5	PLEC	72.6	127	160.4	271.3	163.6	132	188.6	49.8	138.7	191.8	39.7	89.7	24.5	98.9	74.4	243.4	8.6		5.2		14	17.5	14.8	9	20.6	5.5	10.9	7.1	45	2.5	3.6	3.9	281.1	1036.7	948.5	515	348.8	220.9	333.4	161.2	156.8	496.9	481.6	174.3	341.5	174.9	127.3	434.5	319.9	323.9	557.9	431.3	832.5	462	1746.2	324.9	556.8	251.6	343	263.6	1107.7	396.5	343.5	532.5	99	43.9	147.4	318	237.6	125.2	108.1	65.5	59.1	111.4	111.8	76.3	127.4	55.2	96.8	150.5
High	Master Protein	P00558	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	46	16	43	16	44.6	PGK1	113.5	110.3	129.1	125	186.8	102.9	153	46.3	153.9	82.9	28.3	68	11.2	119.3	31	115.7	139.9	29	76.4	3.5	69.6	123.6	81.5	110.9	160.6	96	56.1	94.5	219.5	48.9	134	36.7	328.3	498.3	657	305.8	164.2	201.4	270	121.6	219.2	621.4	211.9	164.9	632.5	120.7	133.7	192.7	757	1661.7	677.7	1516.9	991.4	946	2461.2	952.8	767.6	222.7	222.7	294.8	711.1	308.9	502.3	473.6	1072.6	213	486.2	598.3	543.3	357.3	590.7	981.3	328.2	2113.1	450.8	624.3	686.6	266.7	538.2	862.9
High	Master Protein	P0DMV9	Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1	45	19	42	15	70	HSPA1B	19.6	50	49	40.3	28.4	10.6	34.4	5.4	31.5	26.9	4.6	22.3	4.8	57	11.2	37.1																	214.4	395.4	620.9	162.1	151	95.5	197.1	71	231.8	297	150.4	115.1	245.1	67.9	71.1	124.7	431.3	793.5	317.6	350.6	301.2	395.3	1602.4	251	322.7	145	167.7	123.1	281.3	111.7	243.5	352.2	373.4	112.3	267.7	344.4	601.7	182.6	360.8	329.9	173.9	880.3	344.8	335.8	190.6	143.8	210.4	340.7
High	Master Protein	P04075	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	45	13	40	11	39.4	ALDOA	271.9	261.8	155.7	144.4	495.9	62.4	242.7	63.5	488.2	139.8	34.7	155	24.9	194.2	80.4	255.5	334.9	76.5	203.6	6	291.3	418.4	297.1	309.2	734.7	195.9	191.1	294.1	1289	168.7	309.3	131.6	202.7	368.7	503.3	132.7	116.8	123.3	252.5	74.5	146.7	329.4	120.8	90.1	280.2	72.8	80.6	173.6	200.4	408.8	126.3	282.4	263.8	206.9	967.7	209.8	139.5	52.2	35.2	30.8	297.7	66.7	98.9	129	334.6	84.7	159.5	202.7	220.5	168.9	180.1	363.7	109.8	962.7	127.6	243.9	274.6	72.1	137.2	404.9
High	Master Protein	P04004	Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	24	9	40	9	54.3	VTN	28.2	26.6	16.3	15.2	39.7	11.1	27	13.4	33.7	18	16.7	22.4	6.8	24.2	17.4	20.2	227	65.1	133.2		372.7	180.7	205.2	182.8	293.7	261.6	283.2	386.9	253.8	124.9	193.5	214.9	79.7	113.2	115.5	77.5	18.8	33.5	48.1	6.4	97.3	56.7	70.8	12.7	178.5	17	50.3	42.4	339.8	438.7	287.4	313.9	103.7	124.2	438.3	238	217.3	205.7	109.1	71.8	510.2	65.1	121	103.3	549.6	908.7	523	614.6	296.2	257.6	392	849.5	305.1	511.4	828.8	208	317	233.4	760.1	1294.8
High	Master Protein	P12814	Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	34	24	40	15	103	ACTN1																	42	7.2	35.2		47	60.1	44.4	59.8	144.3	75.9	36.7	30.5	246.5	21.2	34.6	29.5	130.3	672.5	739.9	175.6	178.4	83.7	194.4	58.3	191	121.2	165.2	81.2	301.3	73	55.9	207.9	374.2	618	476.9	306.9	608.9	582.3	3313.5	324.7	364.9	203.9	168.6	114.4	588.5	179.9	286	353.8	247.8	118.5	127	258.6	354.1	258.2	311.4	249.6	102	475.4	130.3	172.1	292.2	73.2	85.7	432.9
High	Master Protein	P10809	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2"	27	12	40	12	61	HSPD1	85.2	102.7	59.2	66.9	105.4	45	67.6	12.2	62.7	75.9	11.7	66.1	21.8	63.2	43.3	74.6	62.6	24.2	49.4	4	49.6	197.9	72.1	62.3	173.4	47.1	64.5	89	172.5	55.1	44.7	59.5	626.4	2848.6	1683.8	689.3	417.4	319.8	308.5	152.9	173.3	1436.8	347	212.8	1289.1	147.6	125.7	530.9	637.2	713.8	623.3	1141.2	949.5	487.5	2036.4	971.5	611.6	200.1	203.6	119.8	1298.3	234.2	335.1	522.9	760.1	83.9	361.2	1059.3	463.8	468.2	480.3	872.6	228.1	1393.8	370.1	273.3	464.2	182.5	371.7	629.9
High	Master Protein	P29401	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	34	16	39	16	67.8	TKT																	69	17.9	33.2		38.9	68.7	32	101.1	71.6	63.3	31.3	51	86.6	25.3	29.8	20.9	634.2	1587.5	1499.2	374.6	365.3	212	390.1	404	1445.2	698.4	374.8	184.7	1300.3	121.4	87.5	240.2	401.2	1684.2	263	475.1	472.1	958.9	2478	380.3	443.5	96.8	94.5	61.1	388.8	84.3	276.4	244.6	881.1	225.3	287.7	653.8	457.2	657.5	990.3	1074	290.6	4070.6	315.8	535.7	679.7	257.7	382.5	1190.3
High	Master Protein	P20160	Azurocidin OS=Homo sapiens OX=9606 GN=AZU1 PE=1 SV=3	24	4	39	4	26.9	AZU1	94.5	27.3	22.2	23.5	57.7	3.9	36.1	10.1	395.7	24.7	17.2	7.4		7.5	6.3	5.7	221.3	35.6	38.8	2.8	26.8	33.9	23.9	449.9	17.9	52.5	32.6	137	16.6	17.1	12.1	12.3	211.5	400.6	203.5	96.1	94.9	102	156.2	280.7	2236.5	164.9	162.4	76	192.1	106.1	96.4	125.9	71	229	25.9	39.6	27.4	99.8	263.9	14.4	14.9	7.2	5.3	6.6	11.4	8.4	28.5	13.1	329.7	45	60.7	63.3	46.9	125.7	323.5	693.1	39.7	1654.4	60.3	100.9	246.4	156.6	56	3250.9
High	Master Protein	Q07507	Dermatopontin OS=Homo sapiens OX=9606 GN=DPT PE=1 SV=2	27	5	39	5	24	DPT	343.7	770.8	376.6	427.3	381.2	322.8	578.7	78.8	234.1	308.7	78.5	262.5	44.7	781.8	164.8	560.9	337.3	197.8	232	19.6	289.6	354	445.8	253.4	821.2	252.9	282.7	403.2	645.1	360.7	518.6	304.1	8.4	11.7	12.8	14.9	4.8	12.5	6.6		31.2	11.7	11.5	4.5	5.8	3.9		5.4	104.4	97.4	101.1	182.1	43.3	46.7	83.2	109.6	100.9	36.1	96	85	42	27.7	72	61.5	129.7	91.5	117.5	160.3	30.3	50.9	50.2	46.3	45.6	110.9	229.1	116.1	33.7	120.3	114.4	205.7
High	Master Protein	P63104	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	49	9	38	6	27.7	YWHAZ	209.7	171.7	114.7	107.6	321.2	34.5	178.6	33.3	578.5	126.8	37.1	112.6	24.3	142.5	89.4	161.3	204.8	34.9	65.6	2.6	56.7	125.9	67.5	107.8	272.9	90.7	61.8	81.8	355.2	68.9	111.4	44.5	498	719.2	1147	279.8	225.4	221.3	255.6	98.6	234.7	798.7	276.2	235.4	340.6	114.8	132	238.9	409.5	728.2	297	552.7	495.6	319.5	1808.1	408	296.1	121.2	87.6	58.6	237	112.6	154.1	250.3	330.7	113.9	193.2	236.4	285.1	110	183.1	205.9	97.3	529.2	117.1	180.2	131.3	50.8	109	225.1
High	Master Protein	P04003	C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2	23	12	38	12	67	C4BPA	29.8	9.6	7.8	6.5	84.1	3.9	37.3	5.7	32	8.6	3.1	24.3	2	23.7	7.6	15.1	108.3	22.9	28.4		196.4	79.7	43.7	66.3	56.3	121.2	80.8	159.6	124.7	53.8	69.6	81.5	763.7	1053.5	482.3	499.1	123.5	120.8	323.7	65	301.6	751.9	615.1	124.4	2833.7	161	308.4	170.3	857.3	2253.9	745.7	992.9	266.5	404.6	1195.1	684.2	435.3	242.1	88.7	94.6	532.6	248.4	240.8	364.7	659.4	450.5	472	422.3	130.4	308.9	327.9	1234.9	279.9	1086.5	658.5	742.1	288.1	209.1	851.7	1181.1
High	Master Protein	P55072	Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4	32	19	38	19	89.3	VCP																	25.4	8.7	64.5	2.6	52.2	104.6	84.2	29	126.1	28	46.8	42.2	151.7	34.7	39.5	36.1	368.8	878.4	1357.8	384.3	264.7	200.5	613.4	141.3	159.3	750.1	288	157.5	450.3	128.7	239.8	408.7	719.3	1084.5	636.5	1000.5	1590.6	709.9	4060.3	994.2	764.1	261.7	220.7	151.1	1460.8	291.8	489.5	681.3	761.2	377.3	632.6	814.8	771.4	560.5	732.1	794.9	769.6	1784.4	470	882.2	499.6	225	446.1	730.4
High	Master Protein	P31151	Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4	66	7	38	7	11.5	S100A7	92.1	21.3	24.1	15.8	19.1	19.7	38.4		1129.4	27.1	53.6	30.5	13.9	15.5	24.3	32.3	46.4	37.2	18.5		9.1	12	6.9	12.4	7.4	12.8	6.1	9	8.1	9.9	9.7	13.6	1173.6	278.1	448.8	359.2	175.3	275.2	1402.1	3840.2	309.5	348.9	354.7	261.6	221.2	141.8	365.1	400.7	1950.2	232.1	1624	219.6	409.6	231	2539.4	153.7	309.8	69	52.5	48.6	212.8	137.8	355.5	1187.8	1658.1	86.4	408.3	299.3	1219.2	563.6	5068.3	239.5	276.6	113.7	202.2	331.2	122.1	217.9	177.2	278.7
High	Master Protein	P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	36	13	38	11	37.4	HNRNPA2B1	89.8	154.1	67.7	122.4	194.8	32.6	100.1	16.9	105.4	156	16.3	99	11.5	125.9	67.6	165.3	167.4	31.6	63.1	1.9	48.9	206.8	93.6	75.3	386.7	44.7	73.8	63.9	322.9	53.5	85.9	27.9	537.2	1424.8	1483	421.1	266.6	287.7	181.3	56	88.1	1468.7	248.8	130.4	401	76.9	47.2	341.4	888.1	946.1	430.3	1007.2	670	483.2	2181.9	939.8	473.8	183.5	156.4	99.1	838.4	177.7	318.2	455.8	769.3	69.6	249.1	460.4	271.1	161.7	257.2	317.8	138.3	650.6	236.3	212.6	241.3	152.7	332.7	299.1
High	Master Protein	P60174	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4	73	14	38	14	26.7	TPI1	249.1	209	180.1	151.1	411.9	65.9	210.1	82.3	320.1	127	40.5	106.3	30	142.8	88.1	247.6	190.1	44	129.9	5.3	141.7	228.9	140.8	153.9	435.1	96.2	82.6	117.5	652.3	86.7	294.4	73.6	443.6	875.2	1453.5	317.4	269.9	317.7	463	252.4	249.8	804.1	294	143.8	319.7	136.5	139.8	302	942.7	1477.1	664.8	1124.7	1511.2	556.1	4291.4	1045.6	698.1	239.3	181.2	182.3	680.2	219.9	282.1	390.5	523.3	164.8	413.1	349.4	391.1	181.6	213.9	340.9	119.9	917.3	192.7	309.4	217	123.4	216.9	507.6
High	Master Protein	O75369	Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	11	22	38	18	278	FLNB	30	60.6	79.1	44.2	80.3	25.2	43.9	10.7	83.8	110.8	15.4	35	5.2	39.6	45.2	62.9	69.8	22.8	41		75.1	117.3	106.7	59.7	200.9	37.4	99.6	53.4	216.6	34.2	48.7	36.2	46	166.2	133	52.6	61.9	94.3	33.3	13.4	10.8	62.1	33.6	23.9	60.7	18.7	17.9	46.2	179.3	113.9	195.9	168.9	281.3	134.5	1110.3	167.3	146.4	106.2	86	38.1	288.6	88.1	96.2	167	379.6	129.3	361.8	533.1	780.1	267.4	472.8	312.8	210.4	328.1	257.8	248.3	317.4	149.1	309.4	253.9
High	Master Protein	O75339	Cartilage intermediate layer protein 1 OS=Homo sapiens OX=9606 GN=CILP PE=1 SV=4	13	13	37	13	132.5	CILP																	49.6	7.4	47.5		57.6	23.9	63.2	108.2	33.4	233	50.5	59.7	88.2	18.6	602.4	19.3	136.9	899.4	96.7	272	334.1	82.1	56.4	13	86	69.7	1007.3	126	96.4	114.2	75.6	65.8	85.5	181.5	72.3	49.8	26.2	108.7	45.5	205.6	418.6	34.8	503.1	278.8	58.5	108.9	259.4	87.5	121.8	22.1	44.5	105.7	45.3	119.7	106.9	298.8	79.3	166.5	1642.9	66.7	124.5	191.3	1086.3	115.6
High	Master Protein	P26038	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	31	19	37	12	67.8	MSN	20.8	74.8	69.9	70.2	104.9	36.7	88.1	15.3	68.1	105.9	17.6	79.4	6	67.3	37.5	104	76.7	18	50.6	4	103.4	179.7	78.4	124.2	196.7	95.6	63.2	81.8	263	51.8	75.5	56.9	317.1	1046.2	1050	371.2	268.3	171.7	248.5	82.6	213.3	550.2	253.2	140.4	580.4	138.9	114	278	330.4	1153.6	371.6	572.1	658.6	566.8	2362.1	469.8	418.7	170.3	155.1	105.3	642.5	177.5	263	331.7	244.1	154.8	136.5	318.5	249.4	245.2	267.5	307.8	105.5	647.7	140.8	135.5	266.7	122.2	171	350.7
High	Master Protein	P14923	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	30	19	37	15	81.7	JUP	171.9	250.4	180.5	282.4	97.6	651.1	89.4	502.2	525	289	215.9	271.9	268.5	135.1	369	174.9																	16.1	13	34.3	9.1	6.9	10.9	9.2	31.9	17.2	17.3	26.9	8.9	9.1	12	6.4	17	305.8	159	878.2	215.3	498.9	282.9	2482.3	148	270.1	174.9	55.7	69.2	163.7	103.5	248.2	787.2	371.4	166.3	706.5	333.6	4087.6	194.9	540	130.4	148.8	163	339.9	1940.8	175.4	449.2	246.8	246.3
High	Master Protein	P02774	Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2	43	16	37	16	52.9	GC	299.8	82.4	68.3	46.1	692.2	24	336	63	351.1	51.4	24.3	127.3	17.3	162.6	46.2	85.4	314.1	66.5	59	5.2	333.3	182.8	67.1	98.7	187.3	132.9	93.5	510.2	228.2	80.9	368.9	115.8	1362.8	842.5	411.6	502.4	125.4	892.1	244.7	235.1	566.8	1406.2	431.8	221.4	4807.7	332.6	244.5	195	806.4	1703.5	916.4	1577.6	556.6	597.6	733.8	1110.9	426.3	204.4	71.9	103.8	397.5	404.9	476.5	869.1	1000.4	651	819.4	533.9	222.3	573.5	773.1	1021	402.5	1221.5	729.9	310	497.7	205.2	1289.6	1353.7
High	Master Protein	Q01469	Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3	59	7	37	7	15.2	FABP5	257.6	116.9	101.2	90.6	457.8	92.7	316.1	96.6	2985.8	131.8	113.1	137.6	47.9	147	140.6	149.4	78.5	77.9	33		26.7	32.6	19	8	46.1	12.2	12.1	37.5	37.9	33.3	11.4	19.1	283.8	86.5	333.1	45.2	44.6	74.6	104.2	57.9	82.9	162.1	205.5	48.8	72.2	33.3	24.1	80	159	46.4	102.3	37.9	50.4	30.1	390.1	26.8	35.9	17.4	11	7.4	15.4	15.1	47	227.3	283.6	32.1	179.9	124.6	174.4	87.8	549.1	38.8	38.2	91.4	30.5	236	44.3	31.4	58.5	80.8
High	Master Protein	P04792	Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	74	10	36	10	22.8	HSPB1	133.6	74.6	65.4	56.9	94.1	40.3	105	31.9	533.4	87.5	35.1	70.1	25.4	70.7	44.7	79	119.1	31.6	34.1	1.9	23.7	33.6	27.2	11.1	192.3	16.1	41.7	31	245.8	68	53.1	28.6	432.1	253.2	916.6	118	171.8	120.8	154.3	85.4	61.2	232.7	188.6	131.8	112.7	56.6	32	168.3	471.4	243.6	369.1	231.9	204.2	107.9	1489.2	139	217.7	92.3	91.5	49.8	105.5	69.1	139.1	378.1	926.7	94.5	931.4	488	1493.2	197	934.6	96.9	141.8	245.6	241	614.2	104.8	109.8	191.3	169.5
High	Master Protein	P30043	Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3	46	7	36	7	22.1	BLVRB	13.6	12.8	3.4	3.3	15.3	3.7	6.3	17.4	21.1	8.9	4.4	5.8		11.7	5.5	15.7	107.8	11.6	413.5	3.9	205	30.7	460	20.9	95.1	33.5	159.8	118.1	172.5	86.4	172.2	100.1	311.8	170.7	227	334.3	111.8	218.4	1487.6	67.6	180	171.6	192.8	224.5	379.6	72.6	444.4	136.5	554.8	839.7	309.9	298.6	408.1	203.6	873.4	249.8	187.9	292.4	50.1	121	392.2	146.2	217.9	167.9	390.9	484.3	824.7	274.4	518.2	199.4	204.2	1096.7	259.1	578.4	381	1990.2	360.9	225.5	176.5	454.5
High	Master Protein	P16401	Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3	27	7	36	5	22.6	H1-5	383.1	492.1	135.2	202.7	728.9	76	188.4	23	480	108.7	32.5	248.3	16.6	536.5	45.1	173.4	862.2	147.1	109.3	9.4	144.6	413.8	106.8	626.4	523.4	1359	142.1	374.7	704.2	295.1	227.8	71	400.5	916.2	554.3	393.6	100.3	278.2	119.1	100.1	128.4	1596.3	127.3	237	777.9	55.3	50.3	231.5	130.4	451.3	49.7	176.2	129.2	116	260.9	244.5	139	27.4	29.7	15.1	98.8	15.1	78.6	114	306.4	28.5	83.1	165.4	121.1	202.1	524.4	503.6	75.5	1105.7	71.7	106.3	266.6	142.6	100.3	214.7
High	Master Protein	P30740	Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1	46	17	36	16	42.7	SERPINB1																	120.4	22.2	17.6		25.3	52.3	19.9	181.5	29.5	191.8	16.9	65.9	66	15	20.9	9.8	565.4	670.4	378.9	127.4	95.5	112.6	165.8	426.9	1880.6	339.9	198.5	119.5	1103.3	69.9	60.8	104.6	246	1036.5	102.1	123.1	86.8	546.8	862.9	106.7	80.8	15.4	10.3	7.2	83.9	12.1	124.9	72.6	742.4	104.2	244.6	368.3	359.1	502.8	939.3	1145.6	131.4	3049	413	368.3	515.4	308.6	277.5	2093.2
High	Master Protein	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	21	14	34	8	83.2	HSP90AB1	147.2	269.4	214.4	223.4	485.8	85.8	277.4	48	217.6	209.4	48.4	228	35.2	159.5	110.4	289.5	121	24.4	69.8	3.2	65.4	192.8	73.6	103.4	248.2	84.5	97	115.1	383	50.8	62.5	56.2	319	873.1	1322	337.1	301.3	220.9	361.9	111.8	151.9	435.6	279.6	164.2	787.3	124.1	167	394.7	149.6	263.4	179.4	256	344.8	210.2	921.6	226.8	154.3	70.5	78.3	59.1	498.6	104.9	125.4	194.9	500.5	140.7	206.7	503.3	403.4	415.5	479.5	377	204.6	966.3	227.2	294.4	339.4	140.9	233.7	365.8
High	Master Protein	P16112	Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=3	5	11	34	11	261.2	ACAN	20.5	97.8	146.1	47.4	148.8	6.8	15.1			11.1		7.1		39.9		183.8	15.9	6.7		3.5	8.6	5.9	7.6	6.8	72.7	21.8	10.8	201.4	27.2		273	2.8	139.8	69.3	151.6	63.2	292.5	49.6	33.4	8.8	27.9	68.2	61.8	57.9	97.3	37.8	54.3	288.6	61.8	70.4	8.3	151.3	4.2	110.5	5.1	31.8	120.9	3.9	51.9	56.4	40.4	11	111.6	23.9	249.7	28.2	212.9	168.5	188	210.7	76.9	916.7	39.9	135	437.7	107.5	253.4	1444.3	2998.2	136
High	Master Protein	P01042	Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2	22	12	34	12	71.9	KNG1	236.5	296.4	170.8	88.3	1422.7	44.9	622.2	139	399.1	224	106.7	300.7	42.1	459.9	217	187.1	139	36.4	140.4		209.1	189.2	111.1	58.5	142.7	64.8	94.9	270.4	135.2	90.2	166.5	152.8	437.9	427.9	193.4	261.5	129	577.3	138.9	78.9	223.2	551.8	163.1	117.8	702.8	219.6	337.3	229.3	424.7	740.1	540.4	705	228.8	279.1	417.8	617.9	364.5	446	89.6	78	417.8	255.8	195.2	339.6	393.4	633.8	345.8	361.4	121	187.1	185.3	276.9	243.5	474.1	407.8	179.7	191.2	149.3	473.8	426.9
